Company Name,Ticker,Market Cap (mil),Avg Volume,Last Close,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),Zacks Industry Rank,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),Operating Margin 12 Mo %,Net Margin %,Current ROE (TTM),52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Zacks Rank,Industry,Sector
"DuPont de Nemours","DD","19422.54","3221231","47.95","6.41","1.48","3.5","19.28","101","-44.7","-9.09","7150.0498","1802.72399","13.86","-.3","7.15","82.16","34.69","27.93","10.04","3","Chemical - Diversified ","Basic Materials"
"Datadog","DDOG","80671.27","5674740","226.63","-.44","6.78","83.82","66.65","84","27.68","35.12","4308.26904","1062.005","21.7","3.69","4.83","277.49","102.61","70.92","53.75","2","Internet - Software","Computer and Technology"
"Deere & Company","DE","158850.08","1552738","588.47","5.07","5","1.81","26.4","110","-11.66",".21","41414.83593","10827.86035","11.75","10.09","18.25","662.49","439.11","66.86","16.61","3","Manufacturing - Farm Equipment","Industrial Products"
"Deckers Outdoor","DECK","14682.5","2088519","105.72","-4.91","7.61","5.67","1.98","88","9.76","16.16","5902.08984","1016.77899","18.9","18.9","41.19","123.91","79.54","59","-5.92","3","Retail - Apparel and Shoes","Retail-Wholesale"
"Douglas Emmett","DEI","1932.78","2469595","11.54","-7.09","0","23.03","5","73","1.77","3.51","1019.69299","254.77999","-2.59","-2.59","-.74","16.91","9.18","30.53","-3.13","3","REIT and Equity Trust - Other","Finance"
"Dell Technologies","DELL","270775.25","12306722","419.32","13.38","72.61","127.88","233.11","24","18.8",".7","162413.73437","42854","6.83","6.28","-366.9","465.96","111.07","86.86","207.32","1","Computer - Micro Computers","Computer and Technology"
"Diageo","DEO","43885.45","1145543","78.84","-1.18","-7.38","6.47","-8.61","183","-.12","","19758.58984","4623.83007","","","","115.33","72.47","14.86","-15.69","3","Beverages - Alcohol","Consumer Staples"
"Definium Therapeutics, Inc.","DFTX","2435.63","2073911","24.43","5.12","17.06","32.27","82.45","149","","","","","","","-100.3","24.75","6.49","98.25","68.32","3","Medical - Drugs","Medical"
"Dollar General","DG","23975.56","3912252","108.69","-1.16","3.9","-9.08","-18.14","45","5.2","5.37","44397.40625","11174.16699","3.63","3.63","18.65","156.24","95.94","21.14","-24.48","3","Retail - Discount Stores","Retail-Wholesale"
"D.R. Horton","DHI","43240.22","2123498","152.48","3.93","7.56","10.74","5.87","217","-6.93","4.73","33800.17578","9152.48828","9.51","9.51","12.94","184.04","119.92","50.78","-2.33","3","Building Products - Home Builders","Construction"
"Danaher","DHR","125813.3","3771885","177.76","-3.2","3.88","-5.02","-22.35","152","2.9","-5.4","25490.56054","6096.02294","22.99","14.89","10.91","242.05","161.91","19.78","-28.36","3","Medical Services","Medical"
"DHT","DHT","2916.46","2782842","18.11","9.1","-1.15","1.86","48.32","65","-12.83","13.84","","","69.95","58.54","27.54","19.65","10.72","82.75","36.83","","Transportation - Shipping","Transportation"
"State Street SPDR Dow Jones Industrial Average ETF Trust","DIA","45637.23","5164256","516.3","3.21","3.21","11.24","7.43","110","","","","","","","","521.44","421.76","94.84","-.88","","Financial - Investment Funds","Finance"
"HF Sinclair","DINO","11881.96","1980487","65.91","-6.85","-7.33","8.23","43.03","23","-5.99","7.87","33032.24218","8271.11328","4.09","4.46","11.94","74.5","40.81","74.5","31.96","3","Oil and Gas - Refining and Marketing","Oils-Energy"
"Disney","DIS","175144.55","8213549","100.86","2.28","-3.09","5.12","-11.35","95","3.35","7.5","101812.32031","25470.27929","10.5","11.54","8.92","124.01","92.42","26.72","-18.21","3","Media Conglomerates","Consumer Discretionary"
"DraftKings","DKNG","13058.11","13390067","26.32","-8.58","5.24","22.88","-23.62","167","26.99","48.29","6803.94482","1570.80505","6.03",".93","13.51","48.23","20.72","20.36","-29.54","3","Gaming","Consumer Discretionary"
"DICK'S Sporting Goods","DKS","20122.86","1339261","224.83","4.59","2.6","15.89","13.57","101","28.06","7.3","22379.55468","5636.41992","5.79","4.71","22.22","234.2","173.52","84.56","4.77","3","Retail - Miscellaneous","Retail-Wholesale"
"DLocal Limited","DLO","3757.43","2168070","12.74","8.15","6.88","-2.15","-9.9","62","46.6","39.74","1512.89294","359.83999","17.64","15.85","41.22","15.83","9.96","47.36","-16.88","3","Financial Transaction Services","Business Services"
"Digital Realty Trust","DLR","65741.05","2224290","187.08","3.48","-1.87","6.04","20.92","73","10.04","8.43","6713.43115","1663.09204","21.73","21.73","6.05","203.91","147.93","69.94","11.56","3","REIT and Equity Trust - Other","Finance"
"Dollar Tree","DLTR","20449.3","3667994","106.41","-3.54","13.83","-.22","-13.5","45","10.43","-5.13","20655.18945","4851.19677","6.39","6.51","35.19","141.21","85.04","38.04","-20.19","2","Retail - Discount Stores","Retail-Wholesale"
"Denali Therapeutics","DNLI","3728.09","1819839","23.49","13.97","24.75","4.54","42.28","153","","","49.09799","1.5993","","","-52.2","23.49","12.75","100","31.26","3","Medical - Biomedical and Genetics","Medical"
"DNOW INC","DNOW","2468.02","2830903","13.52","-2.03","2.42","11.55","2.04","80","18.84","13.64","5017.60009","1264.75","2.44","-4.14","4.94","16.87","11.12","41.74","-5.86","3","Manufacturing - General Industrial ","Industrial Products"
"Healthpeak Properties, Inc.","DOC","13374.74","9134809","19.4","-5.23","-1.32","15.41","20.65","73","4.52","10.75","2836.57006","700.57501","7.73","7.73","2.61","20.69","15.78","73.73","11.3","3","REIT and Equity Trust - Other","Finance"
"DigitalOcean","DOCN","18556.99","2667720","177.81","3.7","11.06","104.38","269.51","84","15.48","18.68","1141.307","273.333","22.16","24.97","88.86","181.29","25.74","97.76","240.9","3","Internet - Software","Computer and Technology"
"Doximity","DOCS","3739.73","3165351","20.45","1.04","2.97","-15.43","-53.82","161","13.05","20.12","672.109","151.944","46.94","30.4","20.4","75.12","18.01","4.27","-57.39","5","Medical Info Systems","Medical"
"Docusign","DOCU","8130.42","4142549","42.58","-5.65","-14.38","-8.03","-37.75","84","8.16","11.66","3493.53393","867.89697","25.17","9.59","17.48","85.01","41.75","1.92","-42.57","3","Internet - Software","Computer and Technology"
"Dole","DOLE","1337.94","1181830","14.06","-1.88","-3.43","-2.97","-6.2","110","8.23","-.17","9721.77832","2518.3789","1.2",".46","7.63","16.37","12.68","37.4","-13.47","4","Agriculture - Operations","Consumer Staples"
"Dow","DOW","23424.1","11527300","32.5","-5.08","-10.39","-17.97","39.01","101","-6.97","-7.57","43640.4375","11605.43359","-1.96","-7.24","-4.29","41.87","20.65","55.84","28.24","1","Chemical - Diversified ","Basic Materials"
"Amdocs","DOX","5931.83","1207900","54.95","-3.55","-12.25","-15.99","-31.75","167","-9.43","1.88","4697.73291","1175.81994","16.89","11.81","19.77","93.42","54.95","0","-37.03","3","Computers - IT Services","Computer and Technology"
"DiamondRock Hospitality","DRH","2427.3","1897654","11.87","1.98","10.32","24.16","32.48","73","-.83","20.95","1144.11096","314.45999","9.26","9.26","6.85","12.02","7.5","96.68","22.22","3","REIT and Equity Trust - Other","Finance"
"Darden Restaurants","DRI","24204.68","1036105","211.33","3.78","7.13","4.8","14.84","203","6.03","10.39","13699.73437","3208.23095","9.15","8.66","53.54","225.78","169.21","74.46","5.95","3","Retail - Restaurants","Retail-Wholesale"
"Driven Brands Holdings","DRVN","2070.2","1218654","12.55","-7.31","-3.39","-1.65","-15.32","179","-20.39","10.3","2011.703","516.75","10.92","9.08","25.7","19.21","10.3","25.25","-21.88","4","Automotive - Retail and Wholesale - Parts","Retail-Wholesale"
"Dynatrace","DT","12023.37","4716646","41.25","1.65","3.46","13.17","-4.82","167","18.82","22.43","2325.85302","549.30401","25.64","8.06","10.37","56.64","32.36","36.61","-12.19","3","Computers - IT Services","Computer and Technology"
"DTE Energy","DTE","30619.69","1363716","147.19",".77","3.1","2.61","14.12","154","26.95","-2.78","15580.36425","3523.10302","9.09","7.65","12.37","151.69","127.64","81.29","5.28","3","Utility - Electric Power","Utilities"
"Duke Energy","DUK","96459.45","3007577","123.73","-1.05","-.06","-3.46","5.56","154","6.19","5.84","33663.74609","7702.08398","15.41","15.49","9.73","133.46","114","50","-2.61","3","Utility - Electric Power","Utilities"
"Duolingo","DUOL","5749.13","1298959","123.39","1.21","15.51","24.49","-29.69","173","38.71","42.72","1207.38696","296.19299","16.08","38.44","14.07","478.73","90.03","8.58","-35.14","4","Technology Services","Business Services"
"DoubleVerify","DV","1591.42","2712770","10.37",".48","10.55","5.28","-9.35","84","13.92","23.01","817.39398","201.60899","16.24","7.16","7.98","16.27","8.61","22.98","-16.37","3","Internet - Software","Computer and Technology"
"Devon Energy","DVN","26459.21","13948043","42.58","-8.63","-12.13","-15.53","16.24","108","7.83","10.26","24722.59179","6389.87988","14.16","13.71","15.22","52.07","31.74","53.32","7.24","3","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Dynex Capital","DX","2807.72","3883628","13.05","2.27","1.4","2.84","-6.85","211","66.97","73.38","","","92.58","34.75","7.86","14.74","11.85","41.52","-14.07","","REIT and Equity Trust","Finance"
"DexCom","DXCM","27485.73","5466566","71.23","-4.73","-.29","6.57","7.32","155","15.6","18.01","5218.96093","1295.91894","19.03","19.31","33.33","89.53","54.84","47.25","-.99","3","Medical - Instruments","Medical"
"Dyne Therapeutics","DYN","3174.02","1555567","19.2","8.66","9.34","1.16","-1.84","149","","","","","","","-58.28","24.29","8.18","68.4","-9.44","3","Medical - Drugs","Medical"
"Electronic Arts","EA","50907.57","1823663","203.02","-.09",".71",".34","-.64","167",".91","3.19","8311.0371","1489.23803","24.85","11.78","23.41","204.79","147.79","96.89","-8.34","4","Gaming","Consumer Discretionary"
"eBay","EBAY","47903.16","3977268","107.89","1.39","-9.31","20.48","23.87","110","7.95",".65","12197.52441","3016.22094","23.16","17.58","46.11","118.96","73.68","75.55","14.28","3","Internet - Commerce","Retail-Wholesale"
"Eastern Bankshares","EBC","4657.53","2610471","20.15","-1.52","1.56","3.97","9.33","79","22.11","15.09","1221.58703","304.316","32.04","26.28","8.42","21.97","14.18","76.64",".87","3","Banks - Northeast","Finance"
"Ecopetrol","EC","32214.93","2948900","15.67","-3.33","14.21","5.17","56.39","50","-9.86","10.06","34837.8789","9577.19531","8.84","8.84","12.38","16.58","8.29","89.02","44.28","2","Oil and Gas - Integrated - International","Oils-Energy"
"Ecolab","ECL","75723.57","1736471","269.06","4.7","8.21",".19","2.49","88","2.16","6.15","17570.91796","4401.38916","13.4","12.8","22.64","308.35","245.73","37.26","-5.45","3","Chemical - Specialty","Basic Materials"
"Ecovyst Inc.","ECVT","1409.76","1682330","12.88","1.02","-7.87","-.85","32.37","88","2.7","-.4","976.79602","231.005","9.79","-7.71","11.58","14.97","7.6","71.64","22.12","2","Chemical - Specialty","Basic Materials"
"Consolidated Edison","ED","39447.42","2398647","107.04","-.52",".7","-2.72","7.77","154","10.89","4.44","17661.25195","3728.75","11.83","12.52","8.33","115.46","95.41","58.01","-.57","3","Utility - Electric Power","Utilities"
"iShares MSCI Emerging Markets ETF","EEM","30358.37","31266266","68.56","6.03","4.74","19.4","25.32","110","","","","","","","","70.8","46.33","90.85","15.61","","Financial - Investment Funds","Finance"
"iShares MSCI EAFE ETF","EFA","77710.46","14336546","103.78","2.18",".15","7.37","8.07","110","","","","","","","","105.66","86.33","90.27","-.3","","Financial - Investment Funds","Finance"
"Ellington Financial","EFC","1682.78","1103831","13.42","-1.4","-.59","14.02","-1.18","211","39.26","9.13","269.07","66.81999","101.6","72.08","15.81","14.02","11.3","77.94","-8.83","1","REIT and Equity Trust","Finance"
"Equifax","EFX","18437.17","1581631","154.84","-6.76","-6.08","-10.26","-28.64","195","6.92","5.45","6753.958","1699.68005","15.65","11.13","20.41","267.45","154.84","0","-34.17","3","Consulting Services","Business Services"
"Eldorado Gold","EGO","8902.65","2588307","34.11","22.08","6.66","-1.1","-5.04","164","37.53","16.78","","","24.38","28.62","11.6","49.71","19.75","47.93","-12.39","5","Mining - Gold","Basic Materials"
"Edison International","EIX","27281.89","2231561","70.9","-.84","1.66","-.41","18.13","154","9.76","4.89","18788.42187","4706.26708","13.45","19.27","14.56","75.82","48.35","82.09","8.98","4","Utility - Electric Power","Utilities"
"The Estee Lauder Companies","EL","29833.61","3924832","82.46","-3.43","5.45","12.79","-21.26","84","-8.21","-4.16","14956.14453","3561.16088","5.49","-1.67","20.66","119.61","67.23","29.08","-27.35","2","Cosmetics","Consumer Staples"
"Elanco Animal Health","ELAN","11682.13","5783471","23.39","2.27","12.18","-8.27","3.36","75","6.22","-.24","5037.00781","1308.53198","10.08","-4.95","7.42","26.84","13.33","74.46","-4.65","3","Medical - Outpatient and Home Healthcare","Medical"
"e.l.f. Beauty","ELF","3701.96","4427419","62.28","7.16","22.79","-10.58","-18.1","84","24.59","44.3","1859.76098","424.54699","11.36","1.61","11.02","146.67","49.57","13.09","-24.44","3","Cosmetics","Consumer Staples"
"Equity Lifestyle Properties","ELS","12183.16","1497625","62.82","-2.33","-.3","-.4","3.65","173",".34","4.89","1566.75695","382.42999","24.99","24.99","21.22","68.37","58.43","44.17","-4.38","3","REIT and Equity Trust - Residential","Finance"
"Elevance Health, Inc.","ELV","84969.13","1557255","391.27","-3.29","-1.25","32.15","11.62","152","12.49","8.94","193889.70312","48340.6289","3.46","2.62","15.58","424.43","274.66","77.86","2.97","3","Medical Services","Medical"
"Enliven Therapeutics, Inc.","ELVN","2732.2","1600073","44.86","21.24","7.17","26.26","191.3","149","","","","","","","-21.04","48.11","15.14","90.14","168.74","3","Medical - Drugs","Medical"
"iShares J.P. Morgan USD Emerging Markets Bond ETF","EMB","14056.88","6099020","96.28",".98","1.43","1.96","0","110","","","","","","","","97.74","91.01","78.31","-7.74","","Financial - Investment Funds","Finance"
"EmbraerEmpresa Brasileira de Aeronautica","EMBJ","11078.2","1405256","61.31","13.92","8.55","4.09","-4.75","103","18.5","15.39","8503.52343","2047.72705","2.91","3.94","6.13","79.89","47.39","42.83","-12.13","3","Aerospace - Defense","Aerospace"
"Eastman Chemical","EMN","8246.92","1056160","72.12","1.09","2.08","1.01","12.99","101","-6.71","-3.74","9102.45996","2374.28002","6.14","4.62","8.88","81.56","56.37","62.53","4.24","3","Chemical - Diversified ","Basic Materials"
"Emerson Electric Co.","EMR","83454.91","2516352","149","8.67","12.15","13.86","12.27","84","3","-.97","18796.72851","4793.84277","18.95","13.35","17.18","161.69","123.3","66.94","3.57","3","Manufacturing - Electronics","Industrial Products"
"Enbridge","ENB","118942.91","3749393","54.47","-3.49","-4.57","-.02","13.88","59","22.08","4.88","51303.78125","11224.85546","9.82","9.83","11.21","58.04","43.79","74.95","5.06","3","Oil and Gas - Production and Pipelines","Oils-Energy"
"Enovis","ENOV","1200.18","1031930","20.85","-5.1","-21.2","-7.82","-21.73","161","6.66","-11.22","2348.45996","581.885","8.58","-49.92","10.32","35.94","20.85","0","-27.8","2","Medical Info Systems","Medical"
"Enphase Energy","ENPH","6297.32","7956205","47.78","-5.52","-10.1","12.34","49.08","155","10.72","-1.64","1225.78295","294.656","25.92","9.64","16.88","72.33","26.12","46.87","37.53","3","Solar","Oils-Energy"
"Entegris","ENTG","23994.35","2928948","157.34","22.08","23.21","27.73","86.75","58","-1.38","8.15","3433.34594","834.09997","13.89","8.18","11.45","162.89","68.8","94.1","72.29","2","Electronics - Semiconductors","Computer and Technology"
"EOG Resources","EOG","70972.75","3328449","133.25","-5.01","-5.92","-6.95","26.89","108","-4.5","6.83","29823.54882","7899.51611","24.23","23.01","19.25","149.89","101.78","65.41","17.07","3","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"EPAM Systems","EPAM","4581.84","1942784","87.7","-5.74","-15.92","-34.19","-57.19","167","15.42","8.7","5735.26513","1407.94201","11.95","6.96","14.71","221.4","87.7","0","-60.51","3","Computers - IT Services","Computer and Technology"
"Enterprise Products Partners","EPD","78947.5","2895989","36.52","-3.56","-7.29","-6.36","13.91","173","-6.44","6.93","56017.55859","13490.7998","11.45","11.45","19.53","39.8","30.19","65.87","5.09","3","Oil and Gas - Production Pipeline - MLB","Oils-Energy"
"Essential Properties Realty Trust","EPRT","6383.58","1757233","29.52","-4.12","-5.72","-3.81","-.47","91","24.82","25.59","675.67901","165.20899","43.46","43.46","6.3","34.59","29.2","5.94","-8.18","3","REIT and Equity Trust - Retail","Finance"
"Equitable Holdings","EQH","12809.13","4722918","45.5","8.57","7.29","19.14","-4.51","107","-6.21","-9.15","15640.5664","3907.51806","12.1","-7.26","232.29","56.1","35.34","48.94","-11.91","4","Insurance - Multi line","Finance"
"Equinor","EQNR","99414.19","3664723","33.76","-9.95","-13.35","-16.52","42.87","23","2.59","3.68","124424.36718","37987.76171","7.99","5.3","20.01","42.4","22.41","56.78","31.81","3","Oil and Gas - Refining and Marketing","Oils-Energy"
"Equity Residential","EQR","24215.04","3193547","64.63","-4.41","-2.49","10.55","2.52","173","3.82","5.55","3174.9309","789.81799","30.63","30.63","8.57","69.1","57.98","59.8","-5.42","3","REIT and Equity Trust - Residential","Finance"
"EQT","EQT","31980.69","6057580","51.13","-2.81","-11.59","-24.73","-4.61","108","63.92","-1.68","9366.18847","1805.97302","30.65","31.94","9.74","67.93","49.19","10.35","-12","3","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Equinox Gold","EQX","8703.84","13108704","11.03","13.36","-11.19","-15.15","-21.44","164","20.02","21.97","3800","","20.58","21.72","10.26","18.76","5.68","40.9","-27.52","3","Mining - Gold","Basic Materials"
"Erasca","ERAS","4347.56","4763642","13.98","4.56","25.72","-12.57","275.81","153","","","","","","","-35.31","22.47","1.26","59.97","246.71","3","Medical - Biomedical and Genetics","Medical"
"Ericsson","ERIC","38395.69","10058282","11.39","-1.81","-12.32","-1.98","18.03","214","3.17","-3.63","24707.81445","5839.73681","9.59","10.8","22.17","13.74","7.2","64.07","8.89","3","Wireless Equipment","Computer and Technology"
"Ero Copper","ERO","3173.18","1237617","30.43","18.04","12.83","19.76","7.56","189","67.1","9.6","1183.5","","27.8","31.63","27.33","38.03","12.98","69.66","-.77","4","Mining - Non Ferrous","Basic Materials"
"Eversource Energy","ES","25968.33","2810893","69.05","-.19","0","3","2.55","154","13.83","6.34","14208.53125","3057.083","13.4","12.55","11.59","76.21","62.4","48.15","-5.39","3","Utility - Electric Power","Utilities"
"Element Solutions","ESI","11023.23","2459177","45.25","14.61","11.59","28.37","81.07","88","3.84","1.64","3545.44995","877.65002","13.63","5.32","14.19","45.25","21.37","100","67.05","2","Chemical - Specialty","Basic Materials"
"Elastic","ESTC","6087.41","2347652","58.56","-3.65","5.93","17.26","-22.38","84","17.26","20.65","1983.69104","468.71499","15.83","21.14","-1.82","94.47","43.3","29.82","-28.39","3","Internet - Software","Computer and Technology"
"Energy Transfer","ET","64521.73","8493713","18.75","-1.52","-6.99","-2.04","13.7","173","3.47","6.24","121192.21875","30745.25","4.66","4.66","9.77","20.39","16.21","60.77","4.9","3","Oil and Gas - Production Pipeline - MLB","Oils-Energy"
"Eaton","ETN","159063.22","2290161","409.64","9.1","7.89","9.24","28.61","84","10.33","8.84","31796.29101","8003.37109","16.64","13.99","24.72","433.01","315.82","80.06","18.65","3","Manufacturing - Electronics","Industrial Products"
"Entergy","ETR","50761.34","3263983","110.86",".34","-.96","7.88","19.94","154","8.98","1.28","13928.71484","3559.58789","13.59","13.48","10.75","117.91","80.92","80.94","10.65","3","Utility - Electric Power","Utilities"
"Etsy","ETSY","6911.29","2908570","72.83","5.97","19.61","51.01","31.37","110","2.68","5.91","2785.19604","646.12902","11.17","9.94","-28.6","75.56","44.05","91.34","21.19","1","Internet - Commerce","Retail-Wholesale"
"Evergy","EVRG","19098","1848305","82.85",".02","-.37","3.59","14.29","154","1.95","1.85","6280.46484","1474.82995","15.38","14.63","9.09","84.41","66.74","91.17","5.44","3","Utility - Electric Power","Utilities"
"Edwards Lifesciences","EW","49910.34","4977684","86.68",".81","4.47","4.85","1.68","155","11.55","3.82","6743.54101","1699.401","24.98","17.39","15.19","88.58","72.65","88.07","-6.2","3","Medical - Instruments","Medical"
"iShares MSCI Australia ETF","EWA","1461.15","2372233","28.65","1.67","-.87","3.06","9.39","110","","","","","","","","30.26","24.95","69.68",".92","","Financial - Investment Funds","Finance"
"iShares MSCI Germany ETF","EWG","1488.96","1142808","41.36",".22","-3.54","4.79","-2.68","110","","","","","","","","44.56","38.08","50.62","-10.22","","Financial - Investment Funds","Finance"
"iShares MSCI Hong Kong ETF","EWH","1160.36","2872154","21.34","-.19","-10.64","-7.3",".42","110","","","","","","","","24.55","19","42.16","-7.35","","Financial - Investment Funds","Finance"
"iShares MSCI Japan ETF","EWJ","22639.66","5974979","94.45","5.78","3.55","11.44","16.98","110","","","","","","","","94.45","71.69","100","7.92","","Financial - Investment Funds","Finance"
"iShares MSCI Singapore ETF","EWS","918.77","1105572","29.59","3.72","0","6.36","7.56","110","","","","","","","","29.98","25.1","92.01","-.77","","Financial - Investment Funds","Finance"
"Edgewise Therapeutics","EWTX","3746.39","1759866","34.82","5.77","6.09","9.02","40.32","153","","","","","","","-32.55","40.26","12.61","80.33","29.45","3","Medical - Biomedical and Genetics","Medical"
"iShares MSCI United Kingdom ETF","EWU","3650.64","1517485","45.92",".24","-2.42","1.73","4.41","110","","","","","","","","48.68","38.9","71.78","-3.67","","Financial - Investment Funds","Finance"
"iShares MSCI South Korea ETF","EWY","24445.54","20017058","205.08","14.92","13.86","60.54","110.94","110","","","","","","","","216.7","66.63","92.26","94.61","","Financial - Investment Funds","Finance"
"iShares MSCI Brazil ETF","EWZ","9085.2","22976286","34.11",".98","-7.18","-9.14","7.37","110","","","","","","","","41.73","26.52","49.9","-.95","","Financial - Investment Funds","Finance"
"Exelon","EXC","46617.36","8025378","45.56","-.11","1.54","-4.43","4.52","154","5.34","-6.46","25452.19921","5679.97314","11.28","11.21","9.83","50.29","42.29","40.88","-3.57","4","Utility - Electric Power","Utilities"
"Expand Energy Corporation","EXE","20922.96","3177304","87.46","-1.24","-11.52","-23.23","-20.75","150","186.28","9.38","9824.10644","2005.70996","20.05","22.53","10.26","122.89","87.08","1.06","-26.89","3","Alternative Energy - Other","Oils-Energy"
"Exelixis","EXEL","13181.06","2152749","52.44","-.27","5.09","22.57","19.64","153","6.98","14.82","2597.68701","634.99798","38.84","35.08","39.89","53.5","34.54","94.41","10.38","3","Medical - Biomedical and Genetics","Medical"
"EXL Service","EXLS","4256.53","1991699","27.86","-4","-5.33","-7.99","-34.35","167","13.56","16.49","2324.76196","574.17498","12.44","11.66","28.5","48.18","26.95","4.29","-39.44","2","Computers - IT Services","Computer and Technology"
"Expeditors International of Washington","EXPD","21006.37","1276495","160.61","-2.49","1.38","12.17","7.78","105","4.42","-10.68","11439.9121","2754.52001","7.48","7.48","36.65","166.62","111.37","89.12","-.56","1","Transportation - Services","Transportation"
"EXPEDIA GROUP","EXPE","29343.43","1416606","239.47","9.38","10.06","1.36","-15.47","184","7.61","15.95","15976.78125","4119.67187","14.71","9.81","84.33","301.31","161.99","55.61","-22.02","3","Leisure and Recreation Services","Consumer Discretionary"
"Extra Space Storage","EXR","30404.67","1078684","143.92","-3.8","1.17","10.72","10.52","73","3.7","23.26","3449.22802","867.43701","28.12","27.66","6.65","152.88","126.69","65.79","1.96","3","REIT and Equity Trust - Other","Finance"
"Extreme Networks","EXTR","4031.89","1966185","30.83","7.87","31.3","99.42","85.17","45","2.05","1.68","1278.65002","333.6","10.64","1.3","81.88","31.67","13.74","95.32","70.83","2","Computer - Networking","Computer and Technology"
"National Vision","EYE","1305.9","2195582","16.3","-7.28","-3.21","-41.91","-36.87","110","9","-1.64","2055.12011","492.10299","3.67","2.31","6.41","29.46","15.44","6.13","-41.76","4","Consumer Products - Staples","Consumer Staples"
"EyePoint, Inc.","EYPT","1102.51","1069786","13.15","6.65","5.2",".77","-28.02","153","-27.5","-5.6","1",".3","-3566.63","-3566.63","-110.54","18.85","8.28","46.07","-33.6","3","Medical - Biomedical and Genetics","Medical"
"iShares MSCI Eurozone ETF","EZU","9552.34","1179748","68.97","2.27","1.68","10.74","7.6","110","","","","","","","","69.93","57.13","92.5","-.73","","Financial - Investment Funds","Finance"
"Ford Motor","F","55626.31","66184568","13.96","-2.38","5.6","19.62","6.4","167","1.23","8.35","175767.6875","45438.11328","3.71","-3.22","15.77","17.44","10.42","50.43","-1.84","3","Automotive - Domestic","Auto-Tires-Trucks"
"First Advantage Corporation","FA","2708.57","1648608","15.79","-.32","3.34","40.61","8.67","84","83.02","17.87","1675.34704","417.07699","12.23",".53","13.83","18.4","8.95","72.38",".26","2","Internet - Software","Computer and Technology"
"Diamondback Energy","FANG","52177.99","2475273","185.48","-5.63","-9.23","-5.38","23.38","108","35.79","21.78","18132.63867","4799.77978","22.19","1.87","7.76","213.69","134.53","64.36","13.83","3","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Fastenal","FAST","51523.81","6397986","44.88","-2.5","2.75","-1.08","11.84","195","8.67","7.34","9076.00097","2332.74609","15.39","15.39","33.25","50.39","39.15","50.98","3.18","2","Industrial Services","Industrial Products"
"Fortune Brands Innovations, Inc.","FBIN","4842.12","2331183","40.59",".4","15.9","2.92","-18.85","43","-3.16","-13.56","4385.46484","1160.50195","9.44","6.12","17.72","64.44","33.39","23.19","-25.14","4","Building Products - Air Conditioner and Heating","Construction"
"FIRST BANCORP","FBP","3856.28","1491094","24.93",".69","3.32","18.32","20.26","103","2.38","9.09","1064.33996","263.64001","33.32","28.31","17.51","25.5","19.25","90.88","10.95","2","Banks - Foreign","Finance"
"FuelCell Energy","FCEL","1354.87","10576786","20.04","23.63","-.89","182.25","174.15","150","41.05","13.53","151.71","38.823","-61.63","-132.41","-15.9","26.38","3.92","71.77","152.92","2","Alternative Energy - Other","Oils-Energy"
"FreeportMcMoRan","FCX","99277.88","12241230","69.06","11.24","13.45","20.97","35.97","189","1.81","4.67","27499.83984","6369.88378","11.47","10.34","9.88","71.72","35.34","92.69","25.44","3","Mining - Non Ferrous","Basic Materials"
"FedEx","FDX","77769.09","1764308","325.93","2.09","-15.75","-8.84","12.83","110",".27","-.18","97268.92968","23719.06054","5.19","4.88","16.76","411.78","217.1","55.9","4.1","3","Transportation - Air Freight and Cargo","Transportation"
"FirstEnergy","FE","26688.81","4601749","46.14","-.62","1.54","-6.83","3.06","154","12.01","7.03","15700.39062","3601.33496","9.68","6.86","10.66","51.91","39.72","52.67","-4.92","3","Utility - Electric Power","Utilities"
"Ferrovial N.V.","FER","50431.01","1619794","68.73","6.89","1.96","7.86","6.38","80","9.99","","11662.33984","2853.48999","","","","74.38","50.26","76.57","-1.86","3","Engineering - R and D Services","Construction"
"Ferguson plc","FERG","44532","1380759","229.62","2.25","1.75",".34","3.14","80","5.67","5.44","32710.51953","8678.80175","7","6.98","38.81","267.71","211.61","32.1","-4.85","3","Manufacturing - General Industrial ","Industrial Products"
"First Hawaiian","FHB","3376.98","1276567","27.76","-.89","2.21","13.58","9.72","100",".21","13.16","914.21697","227.013","32","24.44","10.39","28.69","22.77","84.29","1.23","3","Banks - West","Finance"
"First Horizon","FHN","11737.3","4227999","24.73",".04","2.06","8.8","3.47","110","-.68","11.78","3534.854","876.71997","29.81","20.54","11.65","26.23","19.24","78.54","-4.54","3","Banks - Southwest","Finance"
"Figma, Inc.","FIG","8311.98","17426804","18.65","-5.76","-17.41","-11.57","-50.09","84","40.96","","1425.67297","349.135","15.64","-123.83","-98.51","122","16.86","1.7","-53.96","3","Internet - Software","Computer and Technology"
